sketch,notes_path,parameter,canonical_parameter,default,tried,change_score,signal,effect,deterministic,baseline_display,uses_shader,evidence_warning
2018/Generativos/naifSelva,out/2018/Generativos/naifSelva/notes.md,bb,bb,100,[0],large,high,mesh no longer overhangs the canvas: off-white background(250) visible at corners and edges,true,:2,false,
2018/Generativos/naifSelva,out/2018/Generativos/naifSelva/notes.md,colors,colors,14-colour palette,"[""#FAA270 + #24ACCE only""]",moderate,high,same geometry; only coral and blue shards with pale lerp between the two,true,:2,false,
2018/Generativos/neonlights,out/2018/Generativos/neonlights/notes.md,sub,sub,int(random(50000)*random(1)),[2000],large,high,"far fewer, much thicker slivers; large flat panels and a sparse centre (coarser quadtree)",true,:2,false,
2018/Generativos/neonlights,out/2018/Generativos/neonlights/notes.md,fov,fov,"PI/random(1, 1.8)","[""PI/3.0""]",large,high,"narrower field of view: rays converge tighter, denser central burst",true,:2,false,
2018/Generativos/neonlights,out/2018/Generativos/neonlights/notes.md,boxDepth,boxdepth,"min(r.w,r.h)*5","[""min(r.w,r.h)*15""]",large,high,extruded boxes become long thin needles/pins; spiky burst replaces flat panels,true,:2,false,
2018/Generativos/neonlights,out/2018/Generativos/neonlights/notes.md,haloCount,halocount,"random(1, 10)",[25],large,high,"denser, brighter layered ring glow at the convergence (weakest of the five)",true,:2,false,
2018/Generativos/neonlights,out/2018/Generativos/neonlights/notes.md,palette,palette,blue 4-colour set,"[""warm red/yellow/cream set""]",large,high,same composition recoloured warm; background turns gold,true,:2,false,
2018/Generativos/neopla,out/2018/Generativos/neopla/notes.md,c (planet count),c,int(random(40)*random(1)) (0..40),[5],large,high,"fewer, visually bigger planets; scene much sparser",false,:2,false,non-deterministic baseline; only large changes are reliable
2018/Generativos/neopla,out/2018/Generativos/neopla/notes.md,sss (cube field box size),sss,"width*random(0.018, 0.031)",[0.005],large,high,cubes shrink to tiny specks; nebula reads as stardust,false,:2,false,non-deterministic baseline; only large changes are reliable
2018/Generativos/neopla,out/2018/Generativos/neopla/notes.md,cube count,cube count,10000,[3000],large,high,"cubes far sparser, more isolated",false,:2,false,non-deterministic baseline; only large changes are reliable
2018/Generativos/neopla,out/2018/Generativos/neopla/notes.md,det (cube-size noise scale),det,random(0.01)*random(1),[0.05],large,high,"chunkier, more blocky cube-size and colour clumps",false,:2,false,non-deterministic baseline; only large changes are reliable
2018/Generativos/neopla,out/2018/Generativos/neopla/notes.md,cc (grid dots per side),cc,"int(random(20, random(20, 100)))",[60],large,high,"dot grid becomes a regular, clearly visible fine grid",false,:2,false,non-deterministic baseline; only large changes are reliable
2018/Generativos/neopla,out/2018/Generativos/neopla/notes.md,min (planet spike threshold),min,"random(0.2, 0.4)",[0.55],large,high,halos turn from dense fuzz to sparse spikes; flat base discs become visible,false,:2,false,non-deterministic baseline; only large changes are reliable
2018/Generativos/nodines,out/2018/Generativos/nodines/notes.md,spikeCount,spikecount,"random(5, 17)","[""random(5, 35)""]",none,low,denser spike rings per node; layout unchanged (seeded),true,:2,false,
2018/Generativos/nodines,out/2018/Generativos/nodines/notes.md,pointSize,pointsize,"width*random(0.02, 0.1)","[""width*random(0.02, 0.2)""]",subtle,low,"far fewer, much larger circles (bigger candidates rejected by packing)",true,:2,false,
2018/Generativos/nodines,out/2018/Generativos/nodines/notes.md,greenFacetProb,greenfacetprob,0.16,[0.5],none,low,"many more, larger lime facets (hue-only change; luminance score under-reads it)",true,:2,false,
2018/Generativos/nodines,out/2018/Generativos/nodines/notes.md,stippleCell,stipplecell,5,[10],none,low,"coarser, more visible background noise dot field",true,:2,false,
2018/Generativos/nodines,out/2018/Generativos/nodines/notes.md,pointCandidates,pointcandidates,100,[200],none,low,"more, smaller packed nodes; two green facets",true,:2,false,
2018/Generativos/noiseGrads,out/2018/Generativos/noiseGrads/notes.md,cc,cc,60,[30],moderate,high,"fewer, wider bands; larger gentler waves, coarser comb texture",true,:2,false,
2018/Generativos/noiseGrads,out/2018/Generativos/noiseGrads/notes.md,walkSteps,walksteps,1100,[3000],moderate,high,"more meanders per row; finer, denser rippled texture",true,:2,false,
2018/Generativos/noiseGrads,out/2018/Generativos/noiseGrads/notes.md,det,det,0.01,[0.02],moderate,high,"finer noise field; smaller, more frequent ripples in each band",true,:2,false,
2018/Generativos/noiseGrads,out/2018/Generativos/noiseGrads/notes.md,vc,vc,100,[20],moderate,high,"colour advances slower along x; more uniform hue per band, fewer dark bands",true,:2,false,
2018/Generativos/noiseGrads,out/2018/Generativos/noiseGrads/notes.md,dotAlpha,dotalpha,120,[0],none,low,no visible change; point grid is not visible in the render,true,:2,false,
2018/Generativos/noisub/noisub002,out/2018/Generativos/noisub/noisub002/notes.md,cc,cc,5,[3],large,high,"coarser base tiling: 3x3 base cells, larger flat monochrome blocks",true,:2,false,
2018/Generativos/noisub/noisub002,out/2018/Generativos/noisub/noisub002/notes.md,sub,sub,1000,"[200,3000]",large,high,"lower = big monochrome cells persist, shallower clusters; higher = finer, busier clusters",true,:2,false,
2018/Generativos/noisub/noisub002,out/2018/Generativos/noisub/noisub002/notes.md,palette[2],palette 2,#FC2E1D,"[""#1D4ED8""]",subtle,low,"red-orange fills become royal blue, geometry unchanged",true,:2,false,
2018/Generativos/noisub/noisub002,out/2018/Generativos/noisub/noisub002/notes.md,rectInset,rectinset,1,[0],subtle,low,off-white seams become thin dark hairlines; sub-2px rects become visible,true,:2,false,
2018/Generativos/noisub/noisub002,out/2018/Generativos/noisub/noisub002/notes.md,noiseDetail,noisedetail,"2, 0.45","[""8, 0.9""]",none,low,no effect: noise() is never sampled; 'noisub' is a misnomer,true,:2,false,
2018/Generativos/noisub/noisub004,out/2018/Generativos/noisub/noisub004/notes.md,cc,cc,5,[10],large,high,"finer starting grid; tiles uniformly smaller, big-block structure weaker",true,:2,false,
2018/Generativos/noisub/noisub004,out/2018/Generativos/noisub/noisub004/notes.md,sub,sub,1000000,[10000],large,high,"less subdivision; much coarser mosaic of large blocks, few slivers",true,:2,false,
2018/Generativos/noisub/noisub004,out/2018/Generativos/noisub/noisub004/notes.md,noiseDetail,noisedetail,"2, 0.45","[""5, 0.9""]",large,high,"finer subdivision-gating noise; big-tile patches break up into smaller, more uniform tiling",true,:2,false,
2018/Generativos/noisub/noisub004,out/2018/Generativos/noisub/noisub004/notes.md,alp,alp,"random(60, 80)","[""random(0, 15)""]",subtle,low,"corner shading nearly vanishes; tiles read as flat, structure unchanged",true,:2,false,
2018/Generativos/noisub/noisub004,out/2018/Generativos/noisub/noisub004/notes.md,colors,colors,DAAC80/FCC9D2/FC2E1D/235F3F/02272D,"[""1D3557/457B9D/A8DADC/F1FAEE/E63946""]",large,high,"same structure, hue shift to navy/steel/cyan/off-white with red accents",true,:2,false,
2018/Generativos/noisub/noisub005,out/2018/Generativos/noisub/noisub005/notes.md,cc,cc,3,[6],large,high,finer starting 6x6 grid caps max tile at ~160 px; whole mosaic one size class finer,true,:2,false,
2018/Generativos/noisub/noisub005,out/2018/Generativos/noisub/noisub005/notes.md,sub,sub,1000000,[200000],large,high,"fewer subdivision passes: much larger tiles, smoother gradient look, far less fine dithering",true,:2,false,
2018/Generativos/noisub/noisub005,out/2018/Generativos/noisub/noisub005/notes.md,noiseDetail_falloff,noisedetail falloff,0.45,[0.8],large,high,higher falloff adds high-frequency noise: subdivision gets finer and more dithered across the canvas,true,:2,false,
2018/Generativos/noisub/noisub005,out/2018/Generativos/noisub/noisub005/notes.md,alp,alp,200,[255],none,low,"no visible change - dead code: the computed alp (L138) is never passed to shadow(), which is called with literal alpha 20 (L140)",true,:2,false,
2018/Generativos/noisub/noisub005,out/2018/Generativos/noisub/noisub005/notes.md,colors,colors,"#100A01,#51247F,#F5B424,#F6F6F6","[""#02272D,#235F3F,#DAAC80,#FCC9D2""]",moderate,high,identical mosaic structure recoloured: deep green and tan/peach dominant with pink and near-black teal accents,true,:2,false,
2018/Generativos/noisub/noisub005,out/2018/Generativos/noisub/noisub005/notes.md,detSizeX_mult,detsizex mult,0.8,[0.4],large,high,"smoother subdivision noise: larger, more coherent blobs of coarse vs fine regions",true,:2,false,
2018/Generativos/noisub002,out/2018/Generativos/noisub002/notes.md,cc,cc,5,"[3,8]",large,high,"fewer start cells = fewer, larger flat blocks; more = denser, finer tiling",true,:2,false,
2018/Generativos/noisub002,out/2018/Generativos/noisub002/notes.md,sub,sub,1000,"[300,3000]",large,high,"fewer subdivisions = coarser larger squares; more = finer, busier dust",true,:2,false,
2018/Generativos/noisub002,out/2018/Generativos/noisub002/notes.md,gap,gap,1,[0],subtle,low,removing 1px inset removes white grid lines; blocks touch edge-to-edge,true,:2,false,
2018/Generativos/numbers,out/2018/Generativos/numbers/notes.md,det (noise scale),det,random(0.02),"[""random(0.02)*0.1"",""random(0.02)*8""]",large,high,"lower = long gentle curves, digits legible, sparser; higher = short jittery turns, finer texture",true,:2,false,
2018/Generativos/numbers,out/2018/Generativos/numbers/notes.md,trail count,trail count,1000,[300],large,high,"fewer trails = elongated parallel bands, more background showing",true,:2,false,
2018/Generativos/numbers,out/2018/Generativos/numbers/notes.md,sub (stamps per trail),sub,200,[50],large,high,fewer stamps = short separate petal clumps with white gaps,true,:2,false,
2018/Generativos/numbers,out/2018/Generativos/numbers/notes.md,vel,vel,0.5,[2.0],large,high,"faster = stamps spread out, individual digits legible, sparser coverage",true,:2,false,
2018/Generativos/numbers,out/2018/Generativos/numbers/notes.md,fill alpha,fill alpha,50,[200],subtle,low,no visible structural change; dense overlap already saturates the field,true,:2,false,
2018/Generativos/oilan,out/2018/Generativos/oilan/notes.md,dispAmplitude,dispamplitude,140,[40],,unscored,max px of noise displacement in desform(),true,:2,false,
2018/Generativos/oilan,out/2018/Generativos/oilan/notes.md,lineCountFactor,linecountfactor,0.8,[1.6],,unscored,"multiplier on random(300,360) grid-line count",true,:2,false,
2018/Generativos/oilan,out/2018/Generativos/oilan/notes.md,diagCount,diagcount,40,[120],,unscored,number of wavy random chords,true,:2,false,
2018/Generativos/oilan,out/2018/Generativos/oilan/notes.md,gridStrokeWeight,gridstrokeweight,0.2,[0.8],,unscored,weight of the distorted H/V line grid,true,:2,false,
2018/Generativos/oilan,out/2018/Generativos/oilan/notes.md,margin,margin,80,[20],,unscored,"bb, inset of the line grid and dot region",true,:2,false,
2018/Generativos/oilan,out/2018/Generativos/oilan/notes.md,palette,palette,purples/pink,"[""warm""]",,unscored,whole colors[] array incl. background pick,true,:2,false,
2018/Generativos/oleone,out/2018/Generativos/oleone/notes.md,cc,cc,"int(random(20, 99))",[25],large,high,"fewer, sparser ribbons with much more white showing through",true,:2,false,
2018/Generativos/oleone,out/2018/Generativos/oleone/notes.md,steps,steps,1200,[400],large,high,"bands stop after ~1/3 of their length; shorter scalloped ribbons, same overall flow",true,:2,false,
2018/Generativos/oleone,out/2018/Generativos/oleone/notes.md,alpha,alpha,40,[120],large,high,"bands ~3x more opaque; canvas almost fully covered, overlaps denser and more saturated",true,:2,false,
2018/Generativos/oleone,out/2018/Generativos/oleone/notes.md,max,max,"int(random(1, random(20)))",[2],large,high,"gentler steering: long, smooth, nearly parallel wood-grain bands instead of curled ribbons",true,:2,false,
2018/Generativos/oleone,out/2018/Generativos/oleone/notes.md,det,det,random(0.01),[0.003],large,high,"coarser noise scale: broader, slower undulations and a denser central swirl",true,:2,false,
2018/Generativos/onduwave,out/2018/Generativos/onduwave/notes.md,cc,cc,"random(60,80)*0.4 (~24-32)",[60],moderate,high,more ribbons per direction; canvas fills with a dense woven grid instead of sparse threads,true,:2,true,
2018/Generativos/onduwave,out/2018/Generativos/onduwave/notes.md,strMax,strmax,20,[40],subtle,low,ribbon edges slightly thicker and more continuous; same layout,true,:2,true,
2018/Generativos/onduwave,out/2018/Generativos/onduwave/notes.md,zAmp,zamp,12,[24],subtle,low,"ripples along each thread more pronounced, sharper peaks",true,:2,true,
2018/Generativos/onduwave,out/2018/Generativos/onduwave/notes.md,fillAlpha,fillalpha,240,[120],none,low,"no visible change; per-vertex fill(getColor()) in wline() overrides the initial fill(rcol(), 240)",true,:2,true,
2018/Generativos/onduwave,out/2018/Generativos/onduwave/notes.md,det,det,"random(0.006,0.008)","[""0.02-0.03""]",subtle,low,"finer, more broken/grainy width modulation along ribbons",true,:2,true,
2018/Generativos/opop,out/2018/Generativos/opop/notes.md,cc,cc,"random(2,20) even",[12],large,high,"finer grid: more, smaller cells and tiles",true,:2,false,
2018/Generativos/opop,out/2018/Generativos/opop/notes.md,amp1,amp1,"random(0.2,0.8)",[0.5],subtle,low,centred inner square size; near-identical overall,true,:2,false,
2018/Generativos/opop,out/2018/Generativos/opop/notes.md,palette,palette,"[#E70012,#D3A100,#017160,#00A0E9,#072B45]","[""[#1A1A2E,#16213E,#0F3460,#533483,#E94560]""]",large,high,recolours whole piece to cool darks + pink,true,:2,false,
2018/Generativos/opop,out/2018/Generativos/opop/notes.md,ring_alpha,ring alpha,20,[150],subtle,low,concentric rings around tiles become visible,true,:2,false,
2018/Generativos/opop,out/2018/Generativos/opop/notes.md,dot_scale,dot scale,ss*amp2*0.25,"[""ss*amp2*0.5""]",none,low,no visible change (dots slightly larger),true,:2,false,
2018/Generativos/order,out/2018/Generativos/order/notes.md,iters,iters,100,[40],large,high,"fewer subdivisions: bigger zones, thicker bars, much coarser mosaic",true,:2,false,
2018/Generativos/order,out/2018/Generativos/order/notes.md,hRange,hrange,"random(0.1, 2.5)","[""random(0.1, 5.0)""]",large,high,"taller bars, wireframe caps reach much higher, more tower-like",true,:2,false,
2018/Generativos/order,out/2018/Generativos/order/notes.md,dRange,drange,"random(0.1, 0.8)","[""random(0.1, 0.2)""]",moderate,high,"thinner bars, more visible gaps between stripes",true,:2,false,
2018/Generativos/order,out/2018/Generativos/order/notes.md,sub,sub,"random(3, 13)","[""random(3, 7)""]",large,high,"fewer bars per zone: thick slabs instead of dense stripes, more bare ground",true,:2,false,
2018/Generativos/order,out/2018/Generativos/order/notes.md,barProbability,barprobability,1.0,[0.5],large,high,"half the zones left as bare ground, sparser composition",true,:2,false,
2018/Generativos/ostracity,out/2018/Generativos/ostracity/notes.md,maxSize,maxsize,0.8,[0.4],large,high,"halves max circle size: no edge-clipped giants, denser field of small/mid pinwheels, more black ground, whole packing re-flows",true,:2,true,
2018/Generativos/ostracity,out/2018/Generativos/ostracity/notes.md,wedgeDensity,wedgedensity,0.5,[1.5],moderate,high,"3x more wedges per circle: much finer stripes, rims sample more smoothly so lobes look softer/rounder; layout unchanged",true,:2,true,
2018/Generativos/ostracity,out/2018/Generativos/ostracity/notes.md,edgePow,edgepow,0.3,[0.8],moderate,high,"higher power dips the rim more at the cosine minimum: pinwheels gain pronounced scalloped, heart-like notches instead of gently wavy rims",true,:2,true,
2018/Generativos/ostracity,out/2018/Generativos/ostracity/notes.md,palette,palette,FF3D20/FC9D43/3998C2/3E56A8/090D0E,"[""687FA1/AFE0CD/FDECB4/F63A49/FE8141""]",moderate,high,"same geometry, pastel warm palette (peach/salmon, pale teal, cream): far lighter, lower-contrast look",true,:2,true,
2018/Generativos/ostracity,out/2018/Generativos/ostracity/notes.md,des,des,random(TAU),[0],large,high,"removes per-circle random rotation: all fans align to the same angle, notches point the same way, pinwheel randomness lost, composition reads as directional fans",true,:2,true,
2018/Generativos/ostracity02,out/2018/Generativos/ostracity02/notes.md,attempts,attempts,100000,[50000],moderate,high,"same layout (same early candidates), a few later-accepted cones missing; per-vertex colour stream shifts so the mosaic differs slightly",true,:2,true,
2018/Generativos/ostracity02,out/2018/Generativos/ostracity02/notes.md,maxSize,maxsize,0.8,[0.3],large,high,"giant cones disappear; smaller radii pass the gap test more often, so a dense even field of mid-size cones fills the canvas",true,:2,true,
2018/Generativos/ostracity02,out/2018/Generativos/ostracity02/notes.md,div,div,22,[8],moderate,high,"thicker, coarser horizontal bands; cones look softer and chunkier, same layout and colours",true,:2,true,
2018/Generativos/ostracity02,out/2018/Generativos/ostracity02/notes.md,subFactor,subfactor,0.5,[1.5],moderate,high,"more circumferential facets per ring; cones tessellate finer, large cones show thin vertical strips",true,:2,true,
2018/Generativos/ostracity02,out/2018/Generativos/ostracity02/notes.md,palette,palette,#FF3D20 #FC9D43 #3998C2 #3E56A8 #090D0E,"[""#687FA1 #AFE0CD #FDECB4 #F63A49 #FE8141""]",large,high,whole image shifts to a brighter warmer pastel set (cream/peach/pink/light-blue) with no dark facets,true,:2,true,
2018/Generativos/ostras,out/2018/Generativos/ostras/notes.md,trials,trials,10000,[3000],large,high,"fewer packing trials -> sparser field, fewer oysters, more black gaps",true,:2,true,
2018/Generativos/ostras,out/2018/Generativos/ostras/notes.md,maxsize,maxsize,0.8,[1.6],large,high,"max radius width*1.6 -> much bigger oysters, giant fans dominate",true,:2,true,
2018/Generativos/ostras,out/2018/Generativos/ostras/notes.md,spokeDensity,spokedensity,0.5,[0.25],moderate,high,half the spokes -> chunky pinwheel slices with visible gaps instead of dense fan,true,:2,true,
2018/Generativos/ostras,out/2018/Generativos/ostras/notes.md,wobbleExponent,wobbleexponent,0.3,[1.5],moderate,high,"stronger cos modulation -> clearly lobed/scalloped outlines, petal-like blobs",true,:2,true,
2018/Generativos/ostras,out/2018/Generativos/ostras/notes.md,palette,palette,FF3D20/FC9D43/3998C2/3E56A8/090D0E,"[""687FA1/AFE0CD/FDECB4/F63A49/FE8141""]",moderate,high,"pastel blue/mint/cream/pink scheme, same geometry",true,:2,true,
2018/Generativos/papariri,out/2018/Generativos/papariri/notes.md,buildsCount,buildscount,1000,[300],large,high,thinner background mosaic; thin dark bird-line web becomes dominant texture,true,:2,false,
2018/Generativos/papariri,out/2018/Generativos/papariri/notes.md,birdsCount,birdscount,100,[300],moderate,high,"denser web of thin dark line squiggles between circles, busier and slightly darker",true,:2,false,
2018/Generativos/papariri,out/2018/Generativos/papariri/notes.md,circleSizeRange,circlesizerange,"width*random(0.1,0.4)*random(0.2,1)","[""width*random(0.04,0.16)*random(0.2,1)""]",moderate,high,"circles about one third the size, finer, more of them, background mosaic more visible",true,:2,false,
2018/Generativos/papariri,out/2018/Generativos/papariri/notes.md,buildsStrokeAlpha,buildsstrokealpha,20,[90],subtle,low,no visible change in composition; background rects slightly more opaque,true,:2,false,
2018/Generativos/papariri,out/2018/Generativos/papariri/notes.md,packingFactor,packingfactor,0.55,[0.9],moderate,high,"circles pushed apart, fewer kept, more background visible between them",true,:2,false,
2018/Generativos/paper,out/2018/Generativos/paper/notes.md,c,c,5400,"[1000,16000]",large,high,"1000 = sparse, large flat background regions emerge; 16000 = denser, background nearly fully covered",true,:2,false,
2018/Generativos/paper,out/2018/Generativos/paper/notes.md,colors,colors,"F00050,FF4E02,F9E702,028DF9,1629C6","[""010187,0A49FF,FF854E,FFCAE3,FFFFFF""]",large,high,"identical layout, colors become indigo/bright-blue/salmon/light-pink/white (lighter, cooler piece)",true,:2,false,
2018/Generativos/paper,out/2018/Generativos/paper/notes.md,sizeExponent,sizeexponent,"random(random(1, 8), 8)","[""random(random(1, 4), 4)""]",large,high,"exponents 1-3 only -> almost exclusively huge half/quarter-canvas shapes, small-dot layer mostly gone",true,:2,false,
2018/Generativos/paper,out/2018/Generativos/paper/notes.md,motifCount,motifcount,4,[1],large,high,"rnd always 0 -> circles/pie-slices only; squares, triangles, diamonds disappear",true,:2,false,
2018/Generativos/paper,out/2018/Generativos/paper/notes.md,ringAlpha,ringalpha,10,[120],subtle,low,previously invisible black rings around circles become faintly visible dark outlines,true,:2,false,
2018/Generativos/pastisales,out/2018/Generativos/pastisales/notes.md,cc,cc,200000,[50000],moderate,high,"fewer iterations -> sparser bands, more empty gaps between clusters",true,:2,false,
2018/Generativos/pastisales,out/2018/Generativos/pastisales/notes.md,a,a,0.5,"[0.3,0.7]",moderate,high,"noise gate threshold; lower = fewer dots/bars (sparse skyline), higher = denser fuller bands",true,:2,false,
2018/Generativos/pastisales,out/2018/Generativos/pastisales/notes.md,det,det,"random(0.0012,0.004)",[0.004],moderate,high,"finer noise frequency -> busier, more fragmented clusters with more vertical bars",true,:2,false,
2018/Generativos/pastisales,out/2018/Generativos/pastisales/notes.md,dot_size_mult,dot size mult,30,[60],moderate,high,"larger dots -> more solid, filled-in bands",true,:2,false,
2018/Generativos/pastisales,out/2018/Generativos/pastisales/notes.md,bar_chance,bar chance,0.03,[0.1],moderate,high,more vertical bars -> stronger skyline effect,true,:2,false,
2018/Generativos/patio,out/2018/Generativos/patio/notes.md,cc,cc,80,[30],moderate,high,"fewer stacked slab levels - striped walls end shorter, gaps at the top of the stacks become visible",true,:2,false,
2018/Generativos/patio,out/2018/Generativos/patio/notes.md,hh,hh,960,[480],large,high,"solid corner/edge blocks and posts half the height - more of the central cross and slab walls visible, tan corner bands capped early",true,:2,false,
2018/Generativos/patio,out/2018/Generativos/patio/notes.md,colors,colors,"#272928,#2DC3BA,#BCEBD2,#F9F77A,#F8BDD3","[""#FACD00,#FB4F00,#F277C5,#7D57C6,#00B187,#3DC1CD""]",large,high,every surface recoloured - orange/red/magenta/teal/yellow replaces the muted teal/tan/mauve scheme,true,:2,false,
2018/Generativos/patio,out/2018/Generativos/patio/notes.md,ss,ss,"width*random(0.2, 0.8)","[""width*0.5""]",large,high,"flat cross, dots and corner blocks scale up - central cyan cross fills most of the frame",true,:2,false,
2018/Generativos/patio,out/2018/Generativos/patio/notes.md,fov,fov,"PI/random(1.02, 1.3)","[""PI/2.5""]",large,high,"narrower, flatter perspective - centre appears smaller, wall stripes more compressed",true,:2,false,
2018/Generativos/patio,out/2018/Generativos/patio/notes.md,dd,dd,ss*0.06,"[""ss*0.15""]",large,high,2.5x wider spacing between stacked slabs - stripes read as separated slabs with dark gaps instead of dense texture,true,:2,false,
2018/Generativos/patopato,out/2018/Generativos/patopato/notes.md,count,count,100,[30],large,high,"sparser scatter, only first 30 mandalas (same positions/sizes); score inflated by unseeded background turning blue",true,:2,false,
2018/Generativos/patopato,out/2018/Generativos/patopato/notes.md,sizeScale,sizescale,1.0,[0.3],large,high,"all mandalas ~3x smaller, more background shows, dotted wires become relatively more visible",true,:2,false,
2018/Generativos/patopato,out/2018/Generativos/patopato/notes.md,ccMax,ccmax,100,[12],large,high,dashed segment rings become 6-10 fat chunky bands instead of many fine dashes,true,:2,false,
2018/Generativos/patopato,out/2018/Generativos/patopato/notes.md,palette,palette,"F8F8F9,FE3B00,7233A6,0601FE,000000","[""F8F8F9,2E7D32,00897B,FFC930,212129""]",large,high,"same layout, whole piece recoloured green/teal/amber; background also drawn from the new palette",true,:2,false,
2018/Generativos/patopato,out/2018/Generativos/patopato/notes.md,meshAlphaMax,meshalphamax,30,[120],moderate,high,white Delaunay veil becomes a prominent faceted overlay over the same layout,true,:2,false,
2018/Generativos/paz,out/2018/Generativos/paz/notes.md,bigCount,bigcount,200,[400],large,high,"double the large black boxes -> bigger, denser dark mass concentrated in the top half with a horizontal white band",true,:2,true,
2018/Generativos/paz,out/2018/Generativos/paz/notes.md,bigSize,bigsize,80,[40],large,high,smaller large boxes stop merging into one mass -> many separate varied-size cubes with white gaps,true,:2,true,
2018/Generativos/paz,out/2018/Generativos/paz/notes.md,medSize,medsize,10,[4],none,low,shrinking the 800 medium boxes: no visible change (absorbed by the big masses and the blur),true,:2,true,
2018/Generativos/paz,out/2018/Generativos/paz/notes.md,smallSize,smallsize,2,[8],none,low,growing the 800 small specks: no visible change (below the blur/contrast resolution),true,:2,true,
2018/Generativos/paz,out/2018/Generativos/paz/notes.md,background,background,240,[120],large,high,"darker background -> field goes near-white to mid-grey; the box cloud is unchanged, contrast with white boxes drops",true,:2,true,
2018/Generativos/paz002,out/2018/Generativos/paz002/notes.md,cc,cc,"random(150,190)","[""random(40,70)""]",large,high,fewer large boxes: sparse black shapes on a mostly white ground instead of the dense black field,true,:2,true,
2018/Generativos/paz002,out/2018/Generativos/paz002/notes.md,boxSize,boxsize,80,[240],large,high,"3x box size: black coverage fills the canvas, image becomes almost entirely black",true,:2,true,
2018/Generativos/paz002,out/2018/Generativos/paz002/notes.md,spokeLen,spokelen,120,[320],subtle,low,spoke lines reach a bit farther past the box faces; composition otherwise unchanged,true,:2,true,
2018/Generativos/paz002,out/2018/Generativos/paz002/notes.md,midCubeCount,midcubecount,800,[2400],subtle,low,slightly denser scatter of mid-size black/white cubes; composition otherwise unchanged,true,:2,true,
2018/Generativos/paz002,out/2018/Generativos/paz002/notes.md,smallCubeCount,smallcubecount,1200,[4000],none,low,no visible change (size-2 boxes are near sub-pixel; grain is dominated by the shader),true,:2,true,
2018/Generativos/peces,out/2018/Generativos/peces/notes.md,det,det,random(0.004),[0.0005],none,low,no visible change at the frame-10 snapshot; fish are still sub-pixel specks this early,true,:2,true,
2018/Generativos/peces,out/2018/Generativos/peces/notes.md,spawnRate,spawnrate,frameCount%1,"[""frameCount%3""]",none,low,no visible change (a couple of faint specks instead of a few),true,:2,true,
2018/Generativos/peces,out/2018/Generativos/peces/notes.md,fishSize,fishsize,"random(80, 240)","[""random(80, 500)""]",none,low,no visible change at the frame-10 snapshot,true,:2,true,
2018/Generativos/peces,out/2018/Generativos/peces/notes.md,sv,sv,10,[20],none,low,no visible change at the frame-10 snapshot,true,:2,true,
2018/Generativos/peces,out/2018/Generativos/peces/notes.md,bodyWidth,bodywidth,s*0.2,"[""s*0.6""]",none,low,no visible change at the frame-10 snapshot,true,:2,true,
2018/Generativos/pecuce,out/2018/Generativos/pecuce/notes.md,div,div,"random(10,120)","[30,160]",large,high,"lower = fewer, coarser blocks (mostly flat colour); higher = dense field of small cells with fine bands. Layout also reshuffles because the random stream shifts.",true,:2,false,
2018/Generativos/pecuce,out/2018/Generativos/pecuce/notes.md,sub,sub,8,"[3,20]",large,high,fewer insets = thick chunky corner bands and flat areas; more = thin dense concentric stripes in every cell. Same cell layout as baseline (no randomness consumed).,true,:2,false,
2018/Generativos/pecuce,out/2018/Generativos/pecuce/notes.md,splitRatio,splitratio,0.5,[0.3],large,high,"children no longer tile the parent (cover 0.6x0.6 of it top-left), so large flat background gaps appear and size contrast between cells grows",true,:2,false,
2018/Generativos/pecuce,out/2018/Generativos/pecuce/notes.md,sel,sel,random(4),[0],large,high,all corner bands anchored at the top-left corner; loses the baseline's mixed corner orientations (layout also reshuffles: random stream shifts),true,:2,false,
2018/Generativos/peligths,out/2018/Generativos/peligths/notes.md,circleCount,circlecount,100,[200],large,high,"denser field of more, smaller blobs; canvas fully covered, busier overlaps",true,:2,false,
2018/Generativos/peligths,out/2018/Generativos/peligths/notes.md,sizeBias,sizebias,width*random*random,"[""width*random""]",large,high,"uniform size distribution: a few very large blobs dominate, small blobs nearly vanish",true,:2,false,
2018/Generativos/peligths,out/2018/Generativos/peligths/notes.md,innerRatio,innerratio,0.4,[0.7],moderate,high,"inner blobs nearly as big as outer, reading as large petals/leaves over the fan",true,:2,false,
2018/Generativos/peligths,out/2018/Generativos/peligths/notes.md,noiseDetail,noisedetail,2,[5],moderate,high,"finer, wavier rim undulations on every blob",true,:2,false,
2018/Generativos/peligths,out/2018/Generativos/peligths/notes.md,warpAmp,warpamp,80,[200],moderate,high,"stronger noise warp: more irregular, stretched, teardrop/ribbon-like blobs",true,:2,false,
2018/Generativos/peligths,out/2018/Generativos/peligths/notes.md,fanAlpha,fanalpha,240,[120],moderate,high,"more translucent fills: overlaps blend and wash out, overall softer look",true,:2,false,
2018/Generativos/pelines,out/2018/Generativos/pelines/notes.md,gri,gri,20,[40],subtle,low,no visible change (also doubles max line length; effect masked by faint alpha),true,:2,false,
2018/Generativos/pelines,out/2018/Generativos/pelines/notes.md,det1,det1,random(0.01),[0.002],moderate,high,"smoother, slightly larger-scale flow; dark band path and tints rearranged",true,:2,false,
